stopinfo_ended;stopinfo_id;stopinfo_initialContainers;stopinfo_initialPersons;stopinfo_lane;stopinfo_loadedContainers;stopinfo_loadedPersons;stopinfo_parking;stopinfo_pos;stopinfo_started;stopinfo_type;stopinfo_unloadedContainers;stopinfo_unloadedPersons
11762.00;panqian_tricycle_29;0;0;543863877#1_0;0;0;1;210.38;11726.00;tricycle;0;0
11772.00;dongchong_tricycle_60;0;0;977360507#0_0;0;0;1;1136.47;11761.00;tricycle;0;0
11783.00;panqian_tricycle_28;0;0;543863877#1_0;0;0;1;210.38;11773.00;tricycle;0;0
11787.00;beibi_tricycle_70;0;0;-51691749#4_0;0;0;1;143.78;11777.00;tricycle;0;0
11787.00;dongchong_private_47;0;0;977360507#0_0;0;0;1;1136.44;11766.00;private;0;0
11788.00;dongchong_private_66;0;0;977360507#0_0;0;0;1;1136.46;11771.00;private;0;0
11789.00;dongchong_private_69;0;0;977360507#0_0;0;0;1;1136.46;11743.00;private;0;0
11790.00;dongchong_taxi_43;0;0;977360507#0_0;0;0;1;1136.45;11780.00;taxi;0;0
11791.00;dongchong_taxi_67;0;0;977360507#0_0;0;0;1;1136.45;11749.00;taxi;0;0
11792.00;dongchong_taxi_68;0;0;977360507#0_0;0;0;1;1136.45;11775.00;taxi;0;0
11793.00;jinxie_taxi_62;0;0;977360507#0_0;0;0;1;1136.47;11756.00;taxi;0;0
11796.00;dongchong_taxi_71;0;0;977360507#0_0;0;0;1;1136.47;11786.00;taxi;0;0
11804.00;houshan_motorcycle_78;0;0;1172895350#7_0;0;0;1;654.28;11792.00;motorcycle;0;0
11810.00;houshan_motorcycle_50;0;0;1172895350#7_0;0;0;1;654.29;11799.00;motorcycle;0;0
11814.00;panqian_motorcycle_20;0;0;543863877#1_0;0;0;1;210.38;11804.00;motorcycle;0;0
11816.00;beibi_private_72;0;0;-51691749#4_0;0;0;1;143.78;11806.00;private;0;0
11818.00;dongchong_motorcycle_78;0;0;977360507#0_0;0;0;1;1136.45;11808.00;motorcycle;0;0
11822.00;houshan_motorcycle_58;0;0;1172895350#7_0;0;0;1;654.26;11795.00;motorcycle;0;0
11831.00;beibi_taxi_71;0;0;-51691749#4_0;0;0;1;143.79;11821.00;taxi;0;0
11847.00;liujin_taxi_57;0;0;-51691749#4_0;0;0;1;143.79;11837.00;taxi;0;0
11847.00;houshan_taxi_37;0;0;1172895350#7_0;0;0;1;654.28;11821.00;taxi;0;0
11853.00;houshan_taxi_45;0;0;1172895350#7_0;0;0;1;654.29;11809.00;taxi;0;0
11854.00;houshan_taxi_62;0;0;1172895350#7_0;0;0;1;654.26;11803.00;taxi;0;0
11855.00;houshan_motorcycle_42;0;0;1172895350#7_0;0;0;1;654.29;11827.00;motorcycle;0;0
11856.00;houshan_motorcycle_77;0;0;1172895350#7_0;0;0;1;654.29;11832.00;motorcycle;0;0
11857.00;houshan_tricycle_39;0;0;1172895350#7_0;0;0;1;654.29;11841.00;tricycle;0;0
11858.00;houshan_tricycle_41;0;0;1172895350#7_0;0;0;1;654.27;11846.00;tricycle;0;0
11864.00;houshan_taxi_47;0;0;1172895350#7_0;0;0;1;654.29;11852.00;taxi;0;0
11865.00;houshan_tricycle_48;0;0;1172895350#7_0;0;0;1;654.28;11837.00;tricycle;0;0
11866.00;dongchong_tricycle_69;0;0;977360507#0_0;0;0;1;1136.43;11855.00;tricycle;0;0
11866.00;houshan_tricycle_49;0;0;1172895350#7_0;0;0;1;654.29;11816.00;tricycle;0;0
11873.00;houshan_motorcycle_52;0;0;1172895350#7_0;0;0;1;654.28;11863.00;motorcycle;0;0
11876.00;dongchong_private_70;0;0;977360507#0_0;0;0;1;1136.46;11865.00;private;0;0
11877.00;dongchong_private_72;0;0;977360507#0_0;0;0;1;1136.45;11860.00;private;0;0
11880.00;beibi_taxi_75;0;0;-51691749#4_0;0;0;1;143.76;11870.00;taxi;0;0
11880.00;dongchong_motorcycle_65;0;0;977360507#0_0;0;0;1;1136.47;11870.00;motorcycle;0;0
11897.00;dongchong_private_42;0;0;977360507#0_0;0;0;1;1136.44;11887.00;private;0;0
11902.00;houshan_motorcycle_55;0;0;1172895350#7_0;0;0;1;654.29;11892.00;motorcycle;0;0
11907.00;houshan_taxi_50;0;0;1172895350#7_0;0;0;1;654.28;11888.00;taxi;0;0
11908.00;houshan_taxi_66;0;0;1172895350#7_0;0;0;1;654.29;11897.00;taxi;0;0
11913.00;dongchong_private_51;0;0;977360507#0_0;0;0;1;1136.46;11875.00;private;0;0
11914.00;dongchong_private_55;0;0;977360507#0_0;0;0;1;1136.45;11896.00;private;0;0
11914.00;panqian_taxi_17;0;0;543863877#1_0;0;0;1;210.38;11904.00;taxi;0;0
11915.00;dongchong_taxi_65;0;0;977360507#0_0;0;0;1;1136.46;11892.00;taxi;0;0
11916.00;dongchong_tricycle_70;0;0;977360507#0_0;0;0;1;1136.47;11902.00;tricycle;0;0
11917.00;jinxie_private_68;0;0;977360507#0_0;0;0;1;1136.46;11907.00;private;0;0
11917.00;houshan_taxi_39;0;0;1172895350#7_0;0;0;1;654.26;11901.00;taxi;0;0
11918.00;houshan_taxi_72;0;0;1172895350#7_0;0;0;1;654.29;11906.00;taxi;0;0
11922.00;dongchong_taxi_79;0;0;977360507#0_0;0;0;1;1136.46;11912.00;taxi;0;0
11922.00;panqian_motorcycle_17;0;0;543863877#1_0;0;0;1;210.37;11912.00;motorcycle;0;0
11934.00;houshan_private_43;0;0;1172895350#7_0;0;0;1;654.29;11916.00;private;0;0
11937.00;houshan_taxi_54;0;0;1172895350#7_0;0;0;1;654.29;11927.00;taxi;0;0
11946.00;houshan_motorcycle_74;0;0;1172895350#7_0;0;0;1;654.29;11933.00;motorcycle;0;0
11948.00;dongchong_tricycle_55;0;0;977360507#0_0;0;0;1;1136.46;11938.00;tricycle;0;0
11953.00;dongchong_tricycle_54;0;0;977360507#0_0;0;0;1;1136.46;11943.00;tricycle;0;0
11962.00;houshan_tricycle_40;0;0;1172895350#7_0;0;0;1;654.27;11945.00;tricycle;0;0
11967.00;liujin_motorcycle_15;0;0;-51691749#4_0;0;0;1;143.79;11957.00;motorcycle;0;0
11967.00;houshan_taxi_57;0;0;1172895350#7_0;0;0;1;654.29;11956.00;taxi;0;0
11971.00;liujin_taxi_61;0;0;-51691749#4_0;0;0;1;143.78;11961.00;taxi;0;0
11971.00;houshan_taxi_49;0;0;1172895350#7_0;0;0;1;654.28;11961.00;taxi;0;0
11976.00;houshan_tricycle_33;0;0;1172895350#7_0;0;0;1;654.29;11966.00;tricycle;0;0
11981.00;liujin_taxi_67;0;0;-51691749#4_0;0;0;1;143.76;11965.00;taxi;0;0
11987.00;liujin_private_62;0;0;-51691749#4_0;0;0;1;143.77;11977.00;private;0;0
11990.00;liujin_motorcycle_64;0;0;-51691749#4_0;0;0;1;143.79;11980.00;motorcycle;0;0
12021.00;dongchong_private_58;0;0;977360507#0_0;0;0;1;1136.46;12011.00;private;0;0
12028.00;jinxie_tricycle_58;0;0;977360507#0_0;0;0;1;1136.45;12018.00;tricycle;0;0
12041.00;houshan_taxi_69;0;0;1172895350#7_0;0;0;1;654.28;12031.00;taxi;0;0
12049.00;liujin_motorcycle_65;0;0;-51691749#4_0;0;0;1;143.79;12038.00;motorcycle;0;0
12052.00;dongchong_private_77;0;0;977360507#0_0;0;0;1;1136.47;12042.00;private;0;0
12054.00;liujin_private_61;0;0;-51691749#4_0;0;0;1;143.79;12042.00;private;0;0
12055.00;liujin_private_67;0;0;-51691749#4_0;0;0;1;143.78;12033.00;private;0;0
12058.00;liujin_taxi_68;0;0;-51691749#4_0;0;0;1;143.79;12048.00;taxi;0;0
12063.00;liujin_private_70;0;0;-51691749#4_0;0;0;1;143.78;12053.00;private;0;0
12066.00;houshan_motorcycle_69;0;0;1172895350#7_0;0;0;1;654.29;12052.00;motorcycle;0;0
12067.00;houshan_private_57;0;0;1172895350#7_0;0;0;1;654.28;12057.00;private;0;0
12075.00;houshan_taxi_59;0;0;1172895350#7_0;0;0;1;654.28;12065.00;taxi;0;0
12091.00;liujin_motorcycle_63;0;0;-51691749#4_0;0;0;1;143.77;12081.00;motorcycle;0;0
12093.00;panqian_taxi_13;0;0;543863877#1_0;0;0;1;210.38;12078.00;taxi;0;0
12094.00;houshan_tricycle_71;0;0;1172895350#7_0;0;0;1;654.26;12084.00;tricycle;0;0
12102.00;panqian_private_59;0;0;543863877#1_0;0;0;1;210.36;12092.00;private;0;0
12110.00;dongchong_motorcycle_57;0;0;977360507#0_0;0;0;1;1136.46;12100.00;motorcycle;0;0
12115.00;dongchong_taxi_64;0;0;977360507#0_0;0;0;1;1136.47;12105.00;taxi;0;0
12115.00;houshan_tricycle_54;0;0;1172895350#7_0;0;0;1;654.28;12105.00;tricycle;0;0
12125.00;liujin_taxi_17;0;0;-51691749#4_0;0;0;1;143.78;12115.00;taxi;0;0
12126.00;liujin_taxi_58;0;0;-51691749#4_0;0;0;1;143.77;12102.00;taxi;0;0
12127.00;liujin_tricycle_56;0;0;-51691749#4_0;0;0;1;143.79;12109.00;tricycle;0;0
12129.00;liujin_private_23;0;0;-51691749#4_0;0;0;1;143.76;12119.00;private;0;0
12134.00;liujin_taxi_70;0;0;-51691749#4_0;0;0;1;143.76;12124.00;taxi;0;0
12136.00;panqian_private_64;0;0;543863877#1_0;0;0;1;210.37;12126.00;private;0;0
12138.00;houshan_motorcycle_79;0;0;1172895350#7_0;0;0;1;654.29;12128.00;motorcycle;0;0
12153.00;liujin_taxi_78;0;0;-51691749#4_0;0;0;1;143.78;12140.00;taxi;0;0
12156.00;liujin_private_16;0;0;-51691749#4_0;0;0;1;143.77;12146.00;private;0;0
12162.00;liujin_private_73;0;0;-51691749#4_0;0;0;1;143.79;12152.00;private;0;0
12165.00;panqian_tricycle_17;0;0;543863877#1_0;0;0;1;210.35;12155.00;tricycle;0;0
12170.00;panqian_motorcycle_18;0;0;543863877#1_0;0;0;1;210.36;12159.00;motorcycle;0;0
12171.00;panqian_tricycle_59;0;0;543863877#1_0;0;0;1;210.37;12151.00;tricycle;0;0
12174.00;panqian_taxi_3;0;0;543863877#1_0;0;0;1;210.35;12164.00;taxi;0;0
12176.00;houshan_motorcycle_72;0;0;1172895350#7_0;0;0;1;654.28;12166.00;motorcycle;0;0
12189.00;liujin_private_78;0;0;-51691749#4_0;0;0;1;143.79;12179.00;private;0;0
12195.00;liujin_taxi_79;0;0;-51691749#4_0;0;0;1;143.79;12185.00;taxi;0;0
12197.00;houshan_taxi_61;0;0;1172895350#7_0;0;0;1;654.28;12187.00;taxi;0;0
12200.00;panqian_motorcycle_9;0;0;543863877#1_0;0;0;1;210.38;12182.00;motorcycle;0;0
12204.00;dongchong_motorcycle_64;0;0;977360507#0_0;0;0;1;1136.47;12189.00;motorcycle;0;0
12205.00;panqian_motorcycle_56;0;0;543863877#1_0;0;0;1;210.37;12195.00;motorcycle;0;0
12209.00;jinxie_motorcycle_62;0;0;977360507#0_0;0;0;1;1136.46;12194.00;motorcycle;0;0
12209.00;panqian_tricycle_6;0;0;543863877#1_0;0;0;1;210.37;12186.00;tricycle;0;0
12210.00;dongchong_tricycle_59;0;0;977360507#0_0;0;0;1;1136.45;12185.00;tricycle;0;0
12214.00;panqian_tricycle_12;0;0;543863877#1_0;0;0;1;210.38;12191.00;tricycle;0;0
12217.00;jinxie_motorcycle_65;0;0;977360507#0_0;0;0;1;1136.46;12180.00;motorcycle;0;0
12221.00;dongchong_motorcycle_59;0;0;977360507#0_0;0;0;1;1136.45;12208.00;motorcycle;0;0
12226.00;dongchong_private_75;0;0;977360507#0_0;0;0;1;1136.46;12216.00;private;0;0
12227.00;dongchong_taxi_61;0;0;977360507#0_0;0;0;1;1136.46;12203.00;taxi;0;0
12228.00;dongchong_tricycle_64;0;0;977360507#0_0;0;0;1;1136.46;12199.00;tricycle;0;0
12231.00;liujin_private_19;0;0;-51691749#4_0;0;0;1;143.78;12206.00;private;0;0
12232.00;liujin_motorcycle_55;0;0;-51691749#4_0;0;0;1;143.79;12220.00;motorcycle;0;0
12233.00;liujin_tricycle_49;0;0;-51691749#4_0;0;0;1;143.79;12215.00;tricycle;0;0
12236.00;liujin_tricycle_26;0;0;-51691749#4_0;0;0;1;143.77;12226.00;tricycle;0;0
12236.00;dongchong_private_57;0;0;977360507#0_0;0;0;1;1136.45;12220.00;private;0;0
12237.00;dongchong_taxi_69;0;0;977360507#0_0;0;0;1;1136.44;12225.00;taxi;0;0
12237.00;panqian_motorcycle_3;0;0;543863877#1_0;0;0;1;210.35;12223.00;motorcycle;0;0
12240.00;liujin_motorcycle_62;0;0;-51691749#4_0;0;0;1;143.79;12230.00;motorcycle;0;0
12242.00;panqian_motorcycle_61;0;0;543863877#1_0;0;0;1;210.37;12219.00;motorcycle;0;0
12245.00;dongchong_private_74;0;0;977360507#0_0;0;0;1;1136.46;12235.00;private;0;0
12246.00;panqian_tricycle_60;0;0;543863877#1_0;0;0;1;210.38;12232.00;tricycle;0;0
12255.00;houshan_motorcycle_37;0;0;1172895350#7_0;0;0;1;654.28;12245.00;motorcycle;0;0
12258.00;houshan_tricycle_51;0;0;1172895350#7_0;0;0;1;654.27;12248.00;tricycle;0;0
12262.00;panqian_private_60;0;0;543863877#1_0;0;0;1;210.36;12213.00;private;0;0
12263.00;panqian_tricycle_57;0;0;543863877#1_0;0;0;1;210.38;12250.00;tricycle;0;0
12268.00;liujin_motorcycle_69;0;0;-51691749#4_0;0;0;1;143.77;12250.00;motorcycle;0;0
12268.00;panqian_tricycle_56;0;0;543863877#1_0;0;0;1;210.38;12255.00;tricycle;0;0
12270.00;dongchong_private_68;0;0;977360507#0_0;0;0;1;1136.46;12260.00;private;0;0
12275.00;dongchong_tricycle_75;0;0;977360507#0_0;0;0;1;1136.44;12265.00;tricycle;0;0
12276.00;liujin_private_76;0;0;-51691749#4_0;0;0;1;143.78;12259.00;private;0;0
12277.00;liujin_taxi_36;0;0;-51691749#4_0;0;0;1;143.78;12267.00;taxi;0;0
12278.00;liujin_taxi_45;0;0;-51691749#4_0;0;0;1;143.78;12255.00;taxi;0;0
12279.00;liujin_tricycle_74;0;0;-51691749#4_0;0;0;1;143.77;12262.00;tricycle;0;0
12285.00;panqian_taxi_57;0;0;543863877#1_0;0;0;1;210.38;12267.00;taxi;0;0
12286.00;panqian_motorcycle_62;0;0;543863877#1_0;0;0;1;210.36;12271.00;motorcycle;0;0
12291.00;panqian_motorcycle_64;0;0;543863877#1_0;0;0;1;210.38;12274.00;motorcycle;0;0
12292.00;panqian_tricycle_18;0;0;543863877#1_0;0;0;1;210.37;12279.00;tricycle;0;0
12296.00;houshan_private_66;0;0;1172895350#7_0;0;0;1;654.26;12286.00;private;0;0
12300.00;dongchong_tricycle_77;0;0;977360507#0_0;0;0;1;1136.45;12290.00;tricycle;0;0
12305.00;panqian_private_24;0;0;543863877#1_0;0;0;1;210.37;12284.00;private;0;0
12306.00;panqian_tricycle_61;0;0;543863877#1_0;0;0;1;210.38;12296.00;tricycle;0;0
12317.00;houshan_private_63;0;0;1172895350#7_0;0;0;1;654.25;12307.00;private;0;0
12318.00;liujin_motorcycle_19;0;0;-51691749#4_0;0;0;1;143.77;12272.00;motorcycle;0;0
12326.00;jinxie_private_61;0;0;977360507#0_0;0;0;1;1136.46;12316.00;private;0;0
12334.00;liujin_motorcycle_13;0;0;-51691749#4_0;0;0;1;143.78;12312.00;motorcycle;0;0
12337.00;houshan_private_56;0;0;1172895350#7_0;0;0;1;654.29;12325.00;private;0;0
12338.00;liujin_private_77;0;0;-51691749#4_0;0;0;1;143.79;12292.00;private;0;0
12339.00;liujin_motorcycle_33;0;0;-51691749#4_0;0;0;1;143.79;12301.00;motorcycle;0;0
12345.00;liujin_private_31;0;0;-51691749#4_0;0;0;1;143.78;12333.00;private;0;0
12346.00;liujin_taxi_18;0;0;-51691749#4_0;0;0;1;143.75;12288.00;taxi;0;0
12347.00;liujin_private_55;0;0;-51691749#4_0;0;0;1;143.75;12337.00;private;0;0
12348.00;liujin_motorcycle_52;0;0;-51691749#4_0;0;0;1;143.79;12297.00;motorcycle;0;0
12351.00;panqian_motorcycle_22;0;0;543863877#1_0;0;0;1;210.36;12333.00;motorcycle;0;0
12352.00;liujin_taxi_21;0;0;-51691749#4_0;0;0;1;143.78;12317.00;taxi;0;0
12352.00;houshan_taxi_60;0;0;1172895350#7_0;0;0;1;654.28;12336.00;taxi;0;0
12352.00;panqian_tricycle_24;0;0;543863877#1_0;0;0;1;210.38;12337.00;tricycle;0;0
12353.00;liujin_taxi_47;0;0;-51691749#4_0;0;0;1;143.78;12275.00;taxi;0;0
12354.00;liujin_taxi_76;0;0;-51691749#4_0;0;0;1;143.78;12306.00;taxi;0;0
12355.00;liujin_motorcycle_53;0;0;-51691749#4_0;0;0;1;143.79;12344.00;motorcycle;0;0
12356.00;liujin_motorcycle_72;0;0;-51691749#4_0;0;0;1;143.79;12323.00;motorcycle;0;0
12357.00;liujin_motorcycle_74;0;0;-51691749#4_0;0;0;1;143.79;12328.00;motorcycle;0;0
12358.00;panqian_motorcycle_10;0;0;543863877#1_0;0;0;1;210.38;12343.00;motorcycle;0;0
12361.00;houshan_private_52;0;0;1172895350#7_0;0;0;1;654.27;12351.00;private;0;0
12363.00;liujin_tricycle_29;0;0;-51691749#4_0;0;0;1;143.79;12284.00;tricycle;0;0
12363.00;panqian_private_65;0;0;543863877#1_0;0;0;1;210.38;12199.00;private;0;0
12364.00;panqian_motorcycle_21;0;0;543863877#1_0;0;0;1;210.34;12350.00;motorcycle;0;0
12370.00;panqian_motorcycle_65;0;0;543863877#1_0;0;0;1;210.36;12340.00;motorcycle;0;0
12371.00;panqian_motorcycle_66;0;0;543863877#1_0;0;0;1;210.37;12346.00;motorcycle;0;0
12380.00;houshan_taxi_55;0;0;1172895350#7_0;0;0;1;654.25;12360.00;taxi;0;0
12381.00;houshan_motorcycle_62;0;0;1172895350#7_0;0;0;1;654.29;12368.00;motorcycle;0;0
12383.00;houshan_private_68;0;0;1172895350#7_0;0;0;1;654.25;12373.00;private;0;0
12384.00;panqian_tricycle_25;0;0;543863877#1_0;0;0;1;210.37;12374.00;tricycle;0;0
12387.00;liujin_private_37;0;0;-51691749#4_0;0;0;1;143.79;12372.00;private;0;0
12388.00;liujin_taxi_25;0;0;-51691749#4_0;0;0;1;143.78;12362.00;taxi;0;0
12389.00;liujin_taxi_77;0;0;-51691749#4_0;0;0;1;143.79;12368.00;taxi;0;0
12390.00;liujin_tricycle_57;0;0;-51691749#4_0;0;0;1;143.77;12376.00;tricycle;0;0
12391.00;liujin_tricycle_76;0;0;-51691749#4_0;0;0;1;143.78;12379.00;tricycle;0;0
12391.00;panqian_motorcycle_25;0;0;543863877#1_0;0;0;1;210.36;12378.00;motorcycle;0;0
12392.00;liujin_tricycle_27;0;0;-51691749#4_0;0;0;1;143.79;12382.00;tricycle;0;0
12393.00;liujin_tricycle_78;0;0;-51691749#4_0;0;0;1;143.79;12351.00;tricycle;0;0
12395.00;dongchong_tricycle_76;0;0;977360507#0_0;0;0;1;1136.45;12384.00;tricycle;0;0
12396.00;liujin_motorcycle_57;0;0;-51691749#4_0;0;0;1;143.79;12386.00;motorcycle;0;0
12397.00;panqian_motorcycle_67;0;0;543863877#1_0;0;0;1;210.36;12383.00;motorcycle;0;0
12398.00;dongchong_private_79;0;0;977360507#0_0;0;0;1;1136.47;12388.00;private;0;0
12404.00;dongchong_taxi_77;0;0;977360507#0_0;0;0;1;1136.47;12394.00;taxi;0;0
12405.00;houshan_private_73;0;0;1172895350#7_0;0;0;1;654.27;12379.00;private;0;0
12406.00;houshan_taxi_68;0;0;1172895350#7_0;0;0;1;654.29;12394.00;taxi;0;0
12409.00;houshan_taxi_63;0;0;1172895350#7_0;0;0;1;654.28;12399.00;taxi;0;0
12414.00;houshan_taxi_67;0;0;1172895350#7_0;0;0;1;654.29;12404.00;taxi;0;0
12416.00;liujin_private_45;0;0;-51691749#4_0;0;0;1;143.78;12404.00;private;0;0
12423.00;jinxie_tricycle_69;0;0;977360507#0_0;0;0;1;1136.46;12413.00;tricycle;0;0
12423.00;panqian_tricycle_30;0;0;543863877#1_0;0;0;1;210.36;12408.00;tricycle;0;0
12431.00;liujin_motorcycle_76;0;0;-51691749#4_0;0;0;1;143.75;12415.00;motorcycle;0;0
12431.00;houshan_tricycle_70;0;0;1172895350#7_0;0;0;1;654.29;12418.00;tricycle;0;0
12432.00;houshan_taxi_75;0;0;1172895350#7_0;0;0;1;654.28;12422.00;taxi;0;0
12435.00;panqian_motorcycle_23;0;0;543863877#1_0;0;0;1;210.36;12422.00;motorcycle;0;0
12436.00;liujin_motorcycle_48;0;0;-51691749#4_0;0;0;1;143.77;12422.00;motorcycle;0;0
12439.00;panqian_motorcycle_28;0;0;543863877#1_0;0;0;1;210.38;12426.00;motorcycle;0;0
12440.00;houshan_taxi_74;0;0;1172895350#7_0;0;0;1;654.29;12430.00;taxi;0;0
12445.00;liujin_motorcycle_75;0;0;-51691749#4_0;0;0;1;143.77;12427.00;motorcycle;0;0
12446.00;jinxie_private_65;0;0;977360507#0_0;0;0;1;1136.46;12432.00;private;0;0
12447.00;dongchong_taxi_78;0;0;977360507#0_0;0;0;1;1136.44;12419.00;taxi;0;0
12448.00;dongchong_motorcycle_79;0;0;977360507#0_0;0;0;1;1136.46;12437.00;motorcycle;0;0
12450.00;liujin_motorcycle_71;0;0;-51691749#4_0;0;0;1;143.79;12440.00;motorcycle;0;0
12450.00;dongchong_motorcycle_76;0;0;977360507#0_0;0;0;1;1136.47;12440.00;motorcycle;0;0
12452.00;panqian_private_11;0;0;543863877#1_0;0;0;1;210.37;12414.00;private;0;0
12453.00;panqian_motorcycle_13;0;0;543863877#1_0;0;0;1;210.37;12443.00;motorcycle;0;0
12455.00;jinxie_private_62;0;0;977360507#0_0;0;0;1;1136.46;12445.00;private;0;0
12456.00;houshan_private_55;0;0;1172895350#7_0;0;0;1;654.29;12446.00;private;0;0
12459.00;panqian_motorcycle_32;0;0;543863877#1_0;0;0;1;210.38;12446.00;motorcycle;0;0
12464.00;panqian_tricycle_26;0;0;543863877#1_0;0;0;1;210.36;12430.00;tricycle;0;0
12465.00;houshan_taxi_64;0;0;1172895350#7_0;0;0;1;654.29;12455.00;taxi;0;0
12472.00;liujin_motorcycle_14;0;0;-51691749#4_0;0;0;1;143.76;12457.00;motorcycle;0;0
12477.00;liujin_tricycle_47;0;0;-51691749#4_0;0;0;1;143.77;12461.00;tricycle;0;0
12481.00;liujin_tricycle_60;0;0;-51691749#4_0;0;0;1;143.79;12466.00;tricycle;0;0
12484.00;panqian_motorcycle_34;0;0;543863877#1_0;0;0;1;210.36;12472.00;motorcycle;0;0
12492.00;houshan_motorcycle_63;0;0;1172895350#7_0;0;0;1;654.29;12482.00;motorcycle;0;0
12493.00;liujin_private_20;0;0;-51691749#4_0;0;0;1;143.79;12480.00;private;0;0
12494.00;liujin_private_22;0;0;-51691749#4_0;0;0;1;143.76;12435.00;private;0;0
12495.00;liujin_private_65;0;0;-51691749#4_0;0;0;1;143.77;12476.00;private;0;0
12496.00;liujin_taxi_27;0;0;-51691749#4_0;0;0;1;143.75;12430.00;taxi;0;0
12497.00;liujin_taxi_30;0;0;-51691749#4_0;0;0;1;143.78;12444.00;taxi;0;0
12497.00;houshan_motorcycle_67;0;0;1172895350#7_0;0;0;1;654.29;12487.00;motorcycle;0;0
12498.00;liujin_taxi_31;0;0;-51691749#4_0;0;0;1;143.79;12454.00;taxi;0;0
12499.00;liujin_taxi_34;0;0;-51691749#4_0;0;0;1;143.76;12471.00;taxi;0;0
12500.00;liujin_taxi_37;0;0;-51691749#4_0;0;0;1;143.75;12449.00;taxi;0;0
12501.00;liujin_motorcycle_42;0;0;-51691749#4_0;0;0;1;143.78;12483.00;motorcycle;0;0
12502.00;liujin_taxi_16;0;0;-51691749#4_0;0;0;1;143.78;12492.00;taxi;0;0
12503.00;liujin_motorcycle_60;0;0;-51691749#4_0;0;0;1;143.78;12488.00;motorcycle;0;0
12503.00;panqian_motorcycle_35;0;0;543863877#1_0;0;0;1;210.36;12491.00;motorcycle;0;0
12504.00;panqian_motorcycle_60;0;0;543863877#1_0;0;0;1;210.36;12487.00;motorcycle;0;0
12514.00;panqian_motorcycle_57;0;0;543863877#1_0;0;0;1;210.38;12502.00;motorcycle;0;0
12515.00;panqian_motorcycle_59;0;0;543863877#1_0;0;0;1;210.38;12500.00;motorcycle;0;0
12526.00;houshan_private_65;0;0;1172895350#7_0;0;0;1;654.29;12516.00;private;0;0
12533.00;liujin_motorcycle_32;0;0;-51691749#4_0;0;0;1;143.76;12523.00;motorcycle;0;0
12534.00;liujin_motorcycle_34;0;0;-51691749#4_0;0;0;1;143.76;12519.00;motorcycle;0;0
12539.00;liujin_private_64;0;0;-51691749#4_0;0;0;1;143.79;12527.00;private;0;0
12540.00;houshan_private_50;0;0;1172895350#7_0;0;0;1;654.28;12525.00;private;0;0
12542.00;liujin_private_49;0;0;-51691749#4_0;0;0;1;143.79;12532.00;private;0;0
12548.00;liujin_tricycle_59;0;0;-51691749#4_0;0;0;1;143.77;12538.00;tricycle;0;0
12548.00;panqian_motorcycle_47;0;0;543863877#1_0;0;0;1;210.38;12538.00;motorcycle;0;0
12550.00;houshan_tricycle_74;0;0;1172895350#7_0;0;0;1;654.26;12535.00;tricycle;0;0
12553.00;panqian_tricycle_7;0;0;543863877#1_0;0;0;1;210.38;12495.00;tricycle;0;0
12558.00;panqian_tricycle_16;0;0;543863877#1_0;0;0;1;210.37;12533.00;tricycle;0;0
12561.00;houshan_tricycle_64;0;0;1172895350#7_0;0;0;1;654.29;12545.00;tricycle;0;0
12562.00;panqian_tricycle_32;0;0;543863877#1_0;0;0;1;210.38;12525.00;tricycle;0;0
12567.00;panqian_tricycle_50;0;0;543863877#1_0;0;0;1;210.36;12542.00;tricycle;0;0
12570.00;houshan_private_48;0;0;1172895350#7_0;0;0;1;654.29;12539.00;private;0;0
12571.00;houshan_private_53;0;0;1172895350#7_0;0;0;1;654.29;12560.00;private;0;0
12571.00;panqian_tricycle_53;0;0;543863877#1_0;0;0;1;210.38;12529.00;tricycle;0;0
12572.00;houshan_private_54;0;0;1172895350#7_0;0;0;1;654.28;12549.00;private;0;0
12573.00;houshan_tricycle_45;0;0;1172895350#7_0;0;0;1;654.29;12555.00;tricycle;0;0
12576.00;houshan_tricycle_52;0;0;1172895350#7_0;0;0;1;654.29;12566.00;tricycle;0;0
12576.00;panqian_motorcycle_46;0;0;543863877#1_0;0;0;1;210.38;12566.00;motorcycle;0;0
12579.00;houshan_tricycle_47;0;0;1172895350#7_0;0;0;1;654.29;12569.00;tricycle;0;0
12581.00;panqian_tricycle_58;0;0;543863877#1_0;0;0;1;210.37;12508.00;tricycle;0;0
12582.00;panqian_tricycle_63;0;0;543863877#1_0;0;0;1;210.36;12519.00;tricycle;0;0
12591.00;panqian_private_29;0;0;543863877#1_0;0;0;1;210.38;12369.00;private;0;0
12594.00;liujin_motorcycle_46;0;0;-51691749#4_0;0;0;1;143.74;12579.00;motorcycle;0;0
12597.00;panqian_tricycle_65;0;0;543863877#1_0;0;0;1;210.37;12586.00;tricycle;0;0
12604.00;panqian_private_62;0;0;543863877#1_0;0;0;1;210.38;12418.00;private;0;0
12610.00;liujin_private_46;0;0;-51691749#4_0;0;0;1;143.76;12593.00;private;0;0
12611.00;liujin_taxi_42;0;0;-51691749#4_0;0;0;1;143.79;12569.00;taxi;0;0
12612.00;liujin_motorcycle_28;0;0;-51691749#4_0;0;0;1;143.78;12598.00;motorcycle;0;0
12613.00;houshan_tricycle_69;0;0;1172895350#7_0;0;0;1;654.27;12603.00;tricycle;0;0
