stopinfo_ended;stopinfo_id;stopinfo_initialContainers;stopinfo_initialPersons;stopinfo_lane;stopinfo_loadedContainers;stopinfo_loadedPersons;stopinfo_parking;stopinfo_pos;stopinfo_started;stopinfo_type;stopinfo_unloadedContainers;stopinfo_unloadedPersons
7432.00;beigang_tricycle_6;0;0;715792677_0;0;0;1;281.33;7413.00;tricycle;0;0
7433.00;beigang_taxi_9;0;0;715792677_0;0;0;1;281.31;7423.00;taxi;0;0
7433.00;jinxie_private_33;0;0;977360507#0_0;0;0;1;1136.47;7423.00;private;0;0
7434.00;beigang_tricycle_9;0;0;715792677_0;0;0;1;281.33;7383.00;tricycle;0;0
7435.00;beibi_private_20;0;0;-51691749#4_0;0;0;1;143.76;7420.00;private;0;0
7435.00;beigang_tricycle_10;0;0;715792677_0;0;0;1;281.34;7416.00;tricycle;0;0
7436.00;beibi_private_21;0;0;-51691749#4_0;0;0;1;143.79;7369.00;private;0;0
7437.00;liujin_private_3;0;0;-51691749#4_0;0;0;1;143.76;7374.00;private;0;0
7438.00;liujin_private_6;0;0;-51691749#4_0;0;0;1;143.76;7394.00;private;0;0
7438.00;beigang_motorcycle_6;0;0;715792677_0;0;0;1;281.34;7428.00;motorcycle;0;0
7439.00;liujin_private_10;0;0;-51691749#4_0;0;0;1;143.77;7427.00;private;0;0
7440.00;beibi_taxi_18;0;0;-51691749#4_0;0;0;1;143.76;7378.00;taxi;0;0
7441.00;beibi_taxi_19;0;0;-51691749#4_0;0;0;1;143.77;7338.00;taxi;0;0
7442.00;liujin_taxi_1;0;0;-51691749#4_0;0;0;1;143.77;7388.00;taxi;0;0
7443.00;liujin_taxi_3;0;0;-51691749#4_0;0;0;1;143.77;7354.00;taxi;0;0
7444.00;liujin_taxi_6;0;0;-51691749#4_0;0;0;1;143.76;7411.00;taxi;0;0
7445.00;liujin_taxi_9;0;0;-51691749#4_0;0;0;1;143.78;7434.00;taxi;0;0
7461.00;houshan_tricycle_20;0;0;1172895350#7_0;0;0;1;654.25;7450.00;tricycle;0;0
7463.00;beigang_tricycle_7;0;0;715792677_0;0;0;1;281.33;7452.00;tricycle;0;0
7466.00;houshan_tricycle_16;0;0;1172895350#7_0;0;0;1;654.29;7455.00;tricycle;0;0
7470.00;beigang_private_15;0;0;715792677_0;0;0;1;281.34;7457.00;private;0;0
7472.00;beigang_taxi_6;0;0;715792677_0;0;0;1;281.33;7462.00;taxi;0;0
7477.00;houshan_private_9;0;0;1172895350#7_0;0;0;1;654.29;7433.00;private;0;0
7478.00;houshan_taxi_10;0;0;1172895350#7_0;0;0;1;654.29;7460.00;taxi;0;0
7479.00;houshan_taxi_14;0;0;1172895350#7_0;0;0;1;654.25;7444.00;taxi;0;0
7479.00;beigang_taxi_14;0;0;715792677_0;0;0;1;281.33;7469.00;taxi;0;0
7480.00;houshan_taxi_25;0;0;1172895350#7_0;0;0;1;654.27;7465.00;taxi;0;0
7481.00;houshan_tricycle_21;0;0;1172895350#7_0;0;0;1;654.29;7471.00;tricycle;0;0
7482.00;houshan_tricycle_25;0;0;1172895350#7_0;0;0;1;654.29;7439.00;tricycle;0;0
7486.00;houshan_taxi_22;0;0;1172895350#7_0;0;0;1;654.27;7476.00;taxi;0;0
7508.00;beibi_motorcycle_19;0;0;-51691749#4_0;0;0;1;143.77;7493.00;motorcycle;0;0
7512.00;liujin_motorcycle_1;0;0;-51691749#4_0;0;0;1;143.77;7489.00;motorcycle;0;0
7516.00;liujin_private_9;0;0;-51691749#4_0;0;0;1;143.78;7497.00;private;0;0
7521.00;beibi_taxi_16;0;0;-51691749#4_0;0;0;1;143.79;7507.00;taxi;0;0
7522.00;beibi_taxi_20;0;0;-51691749#4_0;0;0;1;143.76;7511.00;taxi;0;0
7523.00;beibi_tricycle_19;0;0;-51691749#4_0;0;0;1;143.78;7502.00;tricycle;0;0
7525.00;beibi_taxi_24;0;0;-51691749#4_0;0;0;1;143.77;7515.00;taxi;0;0
7530.00;beibi_tricycle_16;0;0;-51691749#4_0;0;0;1;143.78;7520.00;tricycle;0;0
7532.00;houshan_motorcycle_6;0;0;1172895350#7_0;0;0;1;654.28;7502.00;motorcycle;0;0
7533.00;houshan_motorcycle_22;0;0;1172895350#7_0;0;0;1;654.28;7520.00;motorcycle;0;0
7534.00;houshan_motorcycle_25;0;0;1172895350#7_0;0;0;1;654.29;7507.00;motorcycle;0;0
7534.00;beigang_taxi_15;0;0;715792677_0;0;0;1;281.32;7524.00;taxi;0;0
7535.00;houshan_private_22;0;0;1172895350#7_0;0;0;1;654.29;7525.00;private;0;0
7536.00;houshan_tricycle_17;0;0;1172895350#7_0;0;0;1;654.27;7512.00;tricycle;0;0
7537.00;houshan_tricycle_24;0;0;1172895350#7_0;0;0;1;654.29;7517.00;tricycle;0;0
7539.00;beigang_taxi_11;0;0;715792677_0;0;0;1;281.32;7529.00;taxi;0;0
7541.00;houshan_taxi_27;0;0;1172895350#7_0;0;0;1;654.27;7531.00;taxi;0;0
7548.00;beigang_motorcycle_13;0;0;715792677_0;0;0;1;281.34;7532.00;motorcycle;0;0
7577.00;houshan_taxi_21;0;0;1172895350#7_0;0;0;1;654.29;7564.00;taxi;0;0
7578.00;houshan_taxi_26;0;0;1172895350#7_0;0;0;1;654.29;7560.00;taxi;0;0
7584.00;houshan_private_24;0;0;1172895350#7_0;0;0;1;654.29;7571.00;private;0;0
7585.00;beibi_tricycle_11;0;0;-51691749#4_0;0;0;1;143.78;7575.00;tricycle;0;0
7586.00;houshan_tricycle_23;0;0;1172895350#7_0;0;0;1;654.29;7576.00;tricycle;0;0
7587.00;beigang_tricycle_12;0;0;715792677_0;0;0;1;281.33;7565.00;tricycle;0;0
7593.00;houshan_private_21;0;0;1172895350#7_0;0;0;1;654.28;7583.00;private;0;0
7604.00;beibi_motorcycle_11;0;0;-51691749#4_0;0;0;1;143.77;7594.00;motorcycle;0;0
7609.00;jinxie_private_21;0;0;977360507#0_0;0;0;1;1136.46;7586.00;private;0;0
7610.00;jinxie_private_31;0;0;977360507#0_0;0;0;1;1136.45;7590.00;private;0;0
7611.00;jinxie_taxi_40;0;0;977360507#0_0;0;0;1;1136.46;7595.00;taxi;0;0
7611.00;beigang_motorcycle_11;0;0;715792677_0;0;0;1;281.30;7576.00;motorcycle;0;0
7612.00;jinxie_taxi_41;0;0;977360507#0_0;0;0;1;1136.45;7600.00;taxi;0;0
7614.00;jinxie_private_36;0;0;977360507#0_0;0;0;1;1136.47;7604.00;private;0;0
7616.00;beigang_motorcycle_12;0;0;715792677_0;0;0;1;281.34;7606.00;motorcycle;0;0
7617.00;beigang_motorcycle_14;0;0;715792677_0;0;0;1;281.32;7591.00;motorcycle;0;0
7618.00;jinxie_motorcycle_40;0;0;977360507#0_0;0;0;1;1136.47;7608.00;motorcycle;0;0
7628.00;beigang_motorcycle_15;0;0;715792677_0;0;0;1;281.32;7573.00;motorcycle;0;0
7631.00;beibi_private_28;0;0;-51691749#4_0;0;0;1;143.78;7619.00;private;0;0
7634.00;beigang_tricycle_11;0;0;715792677_0;0;0;1;281.33;7595.00;tricycle;0;0
7636.00;jinxie_private_41;0;0;977360507#0_0;0;0;1;1136.47;7624.00;private;0;0
7640.00;jinxie_tricycle_55;0;0;977360507#0_0;0;0;1;1136.44;7630.00;tricycle;0;0
7640.00;beigang_tricycle_13;0;0;715792677_0;0;0;1;281.34;7603.00;tricycle;0;0
7644.00;beibi_motorcycle_22;0;0;-51691749#4_0;0;0;1;143.78;7630.00;motorcycle;0;0
7645.00;jinxie_tricycle_37;0;0;977360507#0_0;0;0;1;1136.45;7635.00;tricycle;0;0
7653.00;liujin_taxi_8;0;0;-51691749#4_0;0;0;1;143.75;7643.00;taxi;0;0
7656.00;beigang_motorcycle_20;0;0;715792677_0;0;0;1;281.34;7639.00;motorcycle;0;0
7659.00;jinxie_tricycle_38;0;0;977360507#0_0;0;0;1;1136.46;7649.00;tricycle;0;0
7662.00;beigang_motorcycle_19;0;0;715792677_0;0;0;1;281.34;7650.00;motorcycle;0;0
7664.00;liujin_tricycle_3;0;0;-51691749#4_0;0;0;1;143.78;7650.00;tricycle;0;0
7665.00;jinxie_motorcycle_54;0;0;977360507#0_0;0;0;1;1136.46;7653.00;motorcycle;0;0
7670.00;jinxie_taxi_56;0;0;977360507#0_0;0;0;1;1136.46;7658.00;taxi;0;0
7673.00;beibi_private_24;0;0;-51691749#4_0;0;0;1;143.79;7663.00;private;0;0
7674.00;jinxie_taxi_65;0;0;977360507#0_0;0;0;1;1136.45;7664.00;taxi;0;0
7675.00;houshan_motorcycle_23;0;0;1172895350#7_0;0;0;1;654.28;7665.00;motorcycle;0;0
7678.00;liujin_taxi_7;0;0;-51691749#4_0;0;0;1;143.74;7668.00;taxi;0;0
7679.00;jinxie_taxi_64;0;0;977360507#0_0;0;0;1;1136.47;7669.00;taxi;0;0
7682.00;beigang_private_16;0;0;715792677_0;0;0;1;281.32;7568.00;private;0;0
7683.00;beigang_private_17;0;0;715792677_0;0;0;1;281.33;7558.00;private;0;0
7684.00;beigang_private_18;0;0;715792677_0;0;0;1;281.34;7599.00;private;0;0
7685.00;beigang_private_20;0;0;715792677_0;0;0;1;281.32;7610.00;private;0;0
7692.00;beigang_motorcycle_16;0;0;715792677_0;0;0;1;281.34;7667.00;motorcycle;0;0
7697.00;beigang_taxi_12;0;0;715792677_0;0;0;1;281.33;7547.00;taxi;0;0
7698.00;beigang_taxi_13;0;0;715792677_0;0;0;1;281.33;7553.00;taxi;0;0
7698.00;houshan_tricycle_7;0;0;1172895350#7_0;0;0;1;654.28;7688.00;tricycle;0;0
7699.00;beigang_taxi_16;0;0;715792677_0;0;0;1;281.34;7627.00;taxi;0;0
7700.00;beigang_taxi_17;0;0;715792677_0;0;0;1;281.34;7661.00;taxi;0;0
7701.00;beigang_private_19;0;0;715792677_0;0;0;1;281.33;7691.00;private;0;0
7702.00;beigang_taxi_18;0;0;715792677_0;0;0;1;281.34;7655.00;taxi;0;0
7703.00;jinxie_motorcycle_52;0;0;977360507#0_0;0;0;1;1136.45;7693.00;motorcycle;0;0
7703.00;beigang_taxi_19;0;0;715792677_0;0;0;1;281.34;7633.00;taxi;0;0
7703.00;houshan_tricycle_13;0;0;1172895350#7_0;0;0;1;654.29;7693.00;tricycle;0;0
7704.00;beigang_taxi_20;0;0;715792677_0;0;0;1;281.32;7615.00;taxi;0;0
7705.00;beigang_tricycle_14;0;0;715792677_0;0;0;1;281.33;7581.00;tricycle;0;0
7713.00;beigang_taxi_22;0;0;715792677_0;0;0;1;281.34;7681.00;taxi;0;0
7714.00;beigang_motorcycle_25;0;0;715792677_0;0;0;1;281.33;7696.00;motorcycle;0;0
7715.00;beigang_tricycle_15;0;0;715792677_0;0;0;1;281.31;7586.00;tricycle;0;0
7716.00;beigang_tricycle_16;0;0;715792677_0;0;0;1;281.32;7676.00;tricycle;0;0
7717.00;beigang_tricycle_17;0;0;715792677_0;0;0;1;281.34;7646.00;tricycle;0;0
7718.00;beigang_tricycle_18;0;0;715792677_0;0;0;1;281.34;7708.00;tricycle;0;0
7719.00;beigang_tricycle_19;0;0;715792677_0;0;0;1;281.34;7621.00;tricycle;0;0
7723.00;beibi_private_27;0;0;-51691749#4_0;0;0;1;143.77;7713.00;private;0;0
7734.00;jinxie_private_59;0;0;977360507#0_0;0;0;1;1136.47;7722.00;private;0;0
7735.00;jinxie_taxi_63;0;0;977360507#0_0;0;0;1;1136.46;7718.00;taxi;0;0
7738.00;houshan_motorcycle_12;0;0;1172895350#7_0;0;0;1;654.28;7727.00;motorcycle;0;0
7739.00;beigang_private_23;0;0;715792677_0;0;0;1;281.31;7725.00;private;0;0
7740.00;liujin_motorcycle_5;0;0;-51691749#4_0;0;0;1;143.78;7730.00;motorcycle;0;0
7740.00;beigang_private_26;0;0;715792677_0;0;0;1;281.33;7712.00;private;0;0
7741.00;beigang_motorcycle_21;0;0;715792677_0;0;0;1;281.34;7729.00;motorcycle;0;0
7742.00;beigang_tricycle_20;0;0;715792677_0;0;0;1;281.34;7672.00;tricycle;0;0
7743.00;jinxie_private_56;0;0;977360507#0_0;0;0;1;1136.46;7733.00;private;0;0
7743.00;beigang_motorcycle_24;0;0;715792677_0;0;0;1;281.32;7733.00;motorcycle;0;0
7743.00;houshan_tricycle_14;0;0;1172895350#7_0;0;0;1;654.29;7732.00;tricycle;0;0
7748.00;beigang_taxi_21;0;0;715792677_0;0;0;1;281.34;7738.00;taxi;0;0
7748.00;houshan_private_16;0;0;1172895350#7_0;0;0;1;654.28;7737.00;private;0;0
7749.00;liujin_private_8;0;0;-51691749#4_0;0;0;1;143.78;7738.00;private;0;0
7749.00;houshan_private_18;0;0;1172895350#7_0;0;0;1;654.28;7717.00;private;0;0
7750.00;beibi_taxi_27;0;0;-51691749#4_0;0;0;1;143.78;7718.00;taxi;0;0
7750.00;houshan_taxi_11;0;0;1172895350#7_0;0;0;1;654.29;7722.00;taxi;0;0
7751.00;liujin_tricycle_1;0;0;-51691749#4_0;0;0;1;143.75;7734.00;tricycle;0;0
7751.00;houshan_taxi_13;0;0;1172895350#7_0;0;0;1;654.29;7711.00;taxi;0;0
7752.00;houshan_private_26;0;0;1172895350#7_0;0;0;1;654.28;7742.00;private;0;0
7760.00;beibi_private_40;0;0;-51691749#4_0;0;0;1;143.76;7748.00;private;0;0
7761.00;liujin_tricycle_5;0;0;-51691749#4_0;0;0;1;143.79;7745.00;tricycle;0;0
7761.00;houshan_motorcycle_30;0;0;1172895350#7_0;0;0;1;654.26;7747.00;motorcycle;0;0
7769.00;beibi_taxi_38;0;0;-51691749#4_0;0;0;1;143.79;7759.00;taxi;0;0
7774.00;jinxie_taxi_54;0;0;977360507#0_0;0;0;1;1136.44;7764.00;taxi;0;0
7774.00;houshan_motorcycle_26;0;0;1172895350#7_0;0;0;1;654.28;7760.00;motorcycle;0;0
7775.00;houshan_tricycle_15;0;0;1172895350#7_0;0;0;1;654.26;7756.00;tricycle;0;0
7781.00;jinxie_tricycle_36;0;0;977360507#0_0;0;0;1;1136.46;7769.00;tricycle;0;0
7782.00;houshan_taxi_15;0;0;1172895350#7_0;0;0;1;654.29;7768.00;taxi;0;0
7783.00;houshan_private_27;0;0;1172895350#7_0;0;0;1;654.25;7773.00;private;0;0
7790.00;jinxie_private_42;0;0;977360507#0_0;0;0;1;1136.47;7780.00;private;0;0
7791.00;houshan_tricycle_11;0;0;1172895350#7_0;0;0;1;654.29;7781.00;tricycle;0;0
7792.00;liujin_private_7;0;0;-51691749#4_0;0;0;1;143.79;7781.00;private;0;0
7793.00;liujin_motorcycle_4;0;0;-51691749#4_0;0;0;1;143.79;7777.00;motorcycle;0;0
7800.00;beigang_tricycle_21;0;0;715792677_0;0;0;1;281.34;7788.00;tricycle;0;0
7801.00;beibi_taxi_0;0;0;-51691749#4_0;0;0;1;143.79;7791.00;taxi;0;0
7802.00;beibi_motorcycle_38;0;0;-51691749#4_0;0;0;1;143.77;7786.00;motorcycle;0;0
7803.00;beibi_tricycle_31;0;0;-51691749#4_0;0;0;1;143.79;7765.00;tricycle;0;0
7805.00;beigang_tricycle_22;0;0;715792677_0;0;0;1;281.34;7794.00;tricycle;0;0
7810.00;beibi_taxi_29;0;0;-51691749#4_0;0;0;1;143.79;7800.00;taxi;0;0
7812.00;beigang_tricycle_23;0;0;715792677_0;0;0;1;281.33;7783.00;tricycle;0;0
7818.00;beigang_motorcycle_23;0;0;715792677_0;0;0;1;281.33;7807.00;motorcycle;0;0
7823.00;beigang_motorcycle_17;0;0;715792677_0;0;0;1;281.32;7811.00;motorcycle;0;0
7826.00;houshan_private_13;0;0;1172895350#7_0;0;0;1;654.28;7816.00;private;0;0
7830.00;houshan_private_17;0;0;1172895350#7_0;0;0;1;654.29;7820.00;private;0;0
7831.00;beibi_tricycle_0;0;0;-51691749#4_0;0;0;1;143.79;7814.00;tricycle;0;0
7831.00;jinxie_tricycle_39;0;0;977360507#0_0;0;0;1;1136.46;7821.00;tricycle;0;0
7836.00;beibi_private_31;0;0;-51691749#4_0;0;0;1;143.78;7822.00;private;0;0
7837.00;beibi_motorcycle_27;0;0;-51691749#4_0;0;0;1;143.77;7826.00;motorcycle;0;0
7838.00;beigang_tricycle_25;0;0;715792677_0;0;0;1;281.33;7828.00;tricycle;0;0
7840.00;beibi_private_1;0;0;-51691749#4_0;0;0;1;143.79;7830.00;private;0;0
7845.00;beibi_motorcycle_31;0;0;-51691749#4_0;0;0;1;143.78;7835.00;motorcycle;0;0
7847.00;houshan_taxi_18;0;0;1172895350#7_0;0;0;1;654.26;7836.00;taxi;0;0
7852.00;beigang_private_21;0;0;715792677_0;0;0;1;281.34;7777.00;private;0;0
7853.00;beigang_private_22;0;0;715792677_0;0;0;1;281.34;7799.00;private;0;0
7854.00;beigang_private_24;0;0;715792677_0;0;0;1;281.34;7804.00;private;0;0
7855.00;beigang_private_25;0;0;715792677_0;0;0;1;281.34;7765.00;private;0;0
7856.00;houshan_private_33;0;0;1172895350#7_0;0;0;1;654.26;7846.00;private;0;0
7856.00;beigang_private_27;0;0;715792677_0;0;0;1;281.33;7771.00;private;0;0
7857.00;beigang_private_28;0;0;715792677_0;0;0;1;281.32;7822.00;private;0;0
7858.00;beigang_taxi_23;0;0;715792677_0;0;0;1;281.33;7817.00;taxi;0;0
7859.00;beigang_taxi_24;0;0;715792677_0;0;0;1;281.30;7833.00;taxi;0;0
7860.00;beigang_taxi_25;0;0;715792677_0;0;0;1;281.32;7837.00;taxi;0;0
7861.00;beigang_motorcycle_18;0;0;715792677_0;0;0;1;281.33;7843.00;motorcycle;0;0
7862.00;beigang_motorcycle_22;0;0;715792677_0;0;0;1;281.33;7845.00;motorcycle;0;0
7863.00;beigang_tricycle_24;0;0;715792677_0;0;0;1;281.34;7851.00;tricycle;0;0
7865.00;houshan_tricycle_18;0;0;1172895350#7_0;0;0;1;654.28;7855.00;tricycle;0;0
7885.00;beibi_motorcycle_23;0;0;-51691749#4_0;0;0;1;143.78;7875.00;motorcycle;0;0
7894.00;jinxie_motorcycle_63;0;0;977360507#0_0;0;0;1;1136.45;7884.00;motorcycle;0;0
7896.00;beibi_motorcycle_13;0;0;-51691749#4_0;0;0;1;143.79;7882.00;motorcycle;0;0
7905.00;beibi_motorcycle_24;0;0;-51691749#4_0;0;0;1;143.79;7895.00;motorcycle;0;0
7910.00;houshan_private_29;0;0;1172895350#7_0;0;0;1;654.27;7894.00;private;0;0
7911.00;houshan_motorcycle_29;0;0;1172895350#7_0;0;0;1;654.27;7899.00;motorcycle;0;0
7919.00;houshan_taxi_28;0;0;1172895350#7_0;0;0;1;654.27;7909.00;taxi;0;0
7920.00;jinxie_tricycle_40;0;0;977360507#0_0;0;0;1;1136.47;7905.00;tricycle;0;0
7924.00;beibi_taxi_22;0;0;-51691749#4_0;0;0;1;143.78;7914.00;taxi;0;0
7924.00;dongchong_motorcycle_0;0;0;977360507#0_0;0;0;1;1136.46;7914.00;motorcycle;0;0
7927.00;beibi_motorcycle_30;0;0;-51691749#4_0;0;0;1;143.79;7917.00;motorcycle;0;0
7929.00;jinxie_private_58;0;0;977360507#0_0;0;0;1;1136.44;7919.00;private;0;0
7933.00;beibi_taxi_2;0;0;-51691749#4_0;0;0;1;143.79;7923.00;taxi;0;0
7952.00;beibi_motorcycle_20;0;0;-51691749#4_0;0;0;1;143.78;7942.00;motorcycle;0;0
7971.00;houshan_private_30;0;0;1172895350#7_0;0;0;1;654.28;7961.00;private;0;0
7982.00;dongchong_tricycle_0;0;0;977360507#0_0;0;0;1;1136.47;7972.00;tricycle;0;0
8004.00;beibi_private_26;0;0;-51691749#4_0;0;0;1;143.78;7981.00;private;0;0
8006.00;houshan_taxi_29;0;0;1172895350#7_0;0;0;1;654.29;7988.00;taxi;0;0
8007.00;houshan_tricycle_28;0;0;1172895350#7_0;0;0;1;654.28;7992.00;tricycle;0;0
8007.00;beigang_private_29;0;0;715792677_0;0;0;1;281.31;7997.00;private;0;0
8010.00;houshan_private_32;0;0;1172895350#7_0;0;0;1;654.29;8000.00;private;0;0
8015.00;beibi_private_35;0;0;-51691749#4_0;0;0;1;143.76;8003.00;private;0;0
8016.00;beibi_private_43;0;0;-51691749#4_0;0;0;1;143.78;7987.00;private;0;0
8017.00;beibi_taxi_5;0;0;-51691749#4_0;0;0;1;143.78;7970.00;taxi;0;0
8018.00;beibi_taxi_25;0;0;-51691749#4_0;0;0;1;143.77;7990.00;taxi;0;0
8019.00;beibi_motorcycle_1;0;0;-51691749#4_0;0;0;1;143.78;7998.00;motorcycle;0;0
8020.00;beibi_motorcycle_18;0;0;-51691749#4_0;0;0;1;143.76;7965.00;motorcycle;0;0
8021.00;beibi_motorcycle_26;0;0;-51691749#4_0;0;0;1;143.76;7975.00;motorcycle;0;0
8021.00;houshan_taxi_34;0;0;1172895350#7_0;0;0;1;654.28;8005.00;taxi;0;0
8022.00;beibi_motorcycle_37;0;0;-51691749#4_0;0;0;1;143.79;7978.00;motorcycle;0;0
8023.00;beibi_tricycle_3;0;0;-51691749#4_0;0;0;1;143.79;8007.00;tricycle;0;0
8024.00;beibi_taxi_1;0;0;-51691749#4_0;0;0;1;143.78;8014.00;taxi;0;0
8025.00;beibi_tricycle_36;0;0;-51691749#4_0;0;0;1;143.78;7995.00;tricycle;0;0
8030.00;houshan_private_31;0;0;1172895350#7_0;0;0;1;654.28;8020.00;private;0;0
8041.00;beibi_tricycle_4;0;0;-51691749#4_0;0;0;1;143.78;8031.00;tricycle;0;0
8049.00;jinxie_private_44;0;0;977360507#0_0;0;0;1;1136.45;8039.00;private;0;0
8082.00;beibi_taxi_4;0;0;-51691749#4_0;0;0;1;143.77;8065.00;taxi;0;0
8083.00;beibi_motorcycle_5;0;0;-51691749#4_0;0;0;1;143.79;8060.00;motorcycle;0;0
8092.00;beibi_motorcycle_35;0;0;-51691749#4_0;0;0;1;143.77;8069.00;motorcycle;0;0
8103.00;beibi_motorcycle_36;0;0;-51691749#4_0;0;0;1;143.78;8057.00;motorcycle;0;0
8109.00;beibi_private_32;0;0;-51691749#4_0;0;0;1;143.78;8074.00;private;0;0
8110.00;beibi_taxi_3;0;0;-51691749#4_0;0;0;1;143.79;8091.00;taxi;0;0
8111.00;beibi_taxi_7;0;0;-51691749#4_0;0;0;1;143.78;8081.00;taxi;0;0
8112.00;beibi_private_36;0;0;-51691749#4_0;0;0;1;143.79;8102.00;private;0;0
8113.00;beibi_motorcycle_7;0;0;-51691749#4_0;0;0;1;143.78;8096.00;motorcycle;0;0
8114.00;beibi_tricycle_1;0;0;-51691749#4_0;0;0;1;143.77;8078.00;tricycle;0;0
8115.00;beibi_tricycle_5;0;0;-51691749#4_0;0;0;1;143.78;8088.00;tricycle;0;0
8116.00;beibi_tricycle_32;0;0;-51691749#4_0;0;0;1;143.79;8098.00;tricycle;0;0
8118.00;beibi_private_9;0;0;-51691749#4_0;0;0;1;143.78;8108.00;private;0;0
8133.00;houshan_motorcycle_28;0;0;1172895350#7_0;0;0;1;654.27;8123.00;motorcycle;0;0
8139.00;beibi_tricycle_38;0;0;-51691749#4_0;0;0;1;143.79;8125.00;tricycle;0;0
8144.00;jinxie_taxi_42;0;0;977360507#0_0;0;0;1;1136.46;8134.00;taxi;0;0
8149.00;houshan_taxi_35;0;0;1172895350#7_0;0;0;1;654.28;8138.00;taxi;0;0
8158.00;houshan_taxi_33;0;0;1172895350#7_0;0;0;1;654.28;8148.00;taxi;0;0
8165.00;beibi_private_5;0;0;-51691749#4_0;0;0;1;143.76;8138.00;private;0;0
8166.00;beibi_taxi_8;0;0;-51691749#4_0;0;0;1;143.77;8144.00;taxi;0;0
8167.00;beibi_motorcycle_2;0;0;-51691749#4_0;0;0;1;143.78;8151.00;motorcycle;0;0
8168.00;liujin_motorcycle_8;0;0;-51691749#4_0;0;0;1;143.77;8157.00;motorcycle;0;0
8171.00;beibi_motorcycle_10;0;0;-51691749#4_0;0;0;1;143.77;8161.00;motorcycle;0;0
8175.00;houshan_motorcycle_31;0;0;1172895350#7_0;0;0;1;654.27;8165.00;motorcycle;0;0
8178.00;beibi_private_8;0;0;-51691749#4_0;0;0;1;143.77;8164.00;private;0;0
8187.00;beibi_tricycle_2;0;0;-51691749#4_0;0;0;1;143.78;8177.00;tricycle;0;0
8216.00;jinxie_motorcycle_38;0;0;977360507#0_0;0;0;1;1136.47;8201.00;motorcycle;0;0
8221.00;dongchong_private_1;0;0;977360507#0_0;0;0;1;1136.46;8206.00;private;0;0
8222.00;jinxie_motorcycle_41;0;0;977360507#0_0;0;0;1;1136.45;8210.00;motorcycle;0;0
8225.00;dongchong_private_0;0;0;977360507#0_0;0;0;1;1136.46;8215.00;private;0;0
8230.00;jinxie_taxi_44;0;0;977360507#0_0;0;0;1;1136.46;8220.00;taxi;0;0
8232.00;beibi_tricycle_24;0;0;-51691749#4_0;0;0;1;143.77;8222.00;tricycle;0;0
8235.00;beibi_tricycle_34;0;0;-51691749#4_0;0;0;1;143.79;8225.00;tricycle;0;0
8235.00;houshan_private_28;0;0;1172895350#7_0;0;0;1;654.29;8225.00;private;0;0
8241.00;beibi_private_10;0;0;-51691749#4_0;0;0;1;143.77;8229.00;private;0;0
8250.00;beibi_taxi_10;0;0;-51691749#4_0;0;0;1;143.77;8240.00;taxi;0;0
8292.00;beibi_tricycle_8;0;0;-51691749#4_0;0;0;1;143.76;8282.00;tricycle;0;0
8308.00;houshan_motorcycle_27;0;0;1172895350#7_0;0;0;1;654.29;8298.00;motorcycle;0;0
8311.00;jinxie_taxi_69;0;0;977360507#0_0;0;0;1;1136.46;8300.00;taxi;0;0
8315.00;jinxie_taxi_50;0;0;977360507#0_0;0;0;1;1136.46;8305.00;taxi;0;0
8316.00;beibi_private_11;0;0;-51691749#4_0;0;0;1;143.77;8306.00;private;0;0
8321.00;beibi_motorcycle_3;0;0;-51691749#4_0;0;0;1;143.78;8311.00;motorcycle;0;0
8323.00;jinxie_taxi_75;0;0;977360507#0_0;0;0;1;1136.43;8310.00;taxi;0;0
8324.00;beibi_tricycle_10;0;0;-51691749#4_0;0;0;1;143.78;8314.00;tricycle;0;0
8332.00;jinxie_taxi_73;0;0;977360507#0_0;0;0;1;1136.46;8322.00;taxi;0;0
8340.00;houshan_private_35;0;0;1172895350#7_0;0;0;1;654.28;8326.00;private;0;0
8349.00;houshan_private_34;0;0;1172895350#7_0;0;0;1;654.27;8339.00;private;0;0
8358.00;beibi_tricycle_9;0;0;-51691749#4_0;0;0;1;143.77;8348.00;tricycle;0;0
8370.00;dongchong_taxi_0;0;0;977360507#0_0;0;0;1;1136.47;8357.00;taxi;0;0
8373.00;jinxie_private_66;0;0;977360507#0_0;0;0;1;1136.47;8363.00;private;0;0
8379.00;liujin_motorcycle_10;0;0;-51691749#4_0;0;0;1;143.76;8368.00;motorcycle;0;0
8382.00;houshan_taxi_32;0;0;1172895350#7_0;0;0;1;654.26;8372.00;taxi;0;0
8384.00;beibi_private_7;0;0;-51691749#4_0;0;0;1;143.78;8363.00;private;0;0
8385.00;jinxie_tricycle_63;0;0;977360507#0_0;0;0;1;1136.46;8369.00;tricycle;0;0
8389.00;liujin_private_12;0;0;-51691749#4_0;0;0;1;143.79;8372.00;private;0;0
8390.00;beibi_taxi_6;0;0;-51691749#4_0;0;0;1;143.79;8378.00;taxi;0;0
8393.00;liujin_taxi_13;0;0;-51691749#4_0;0;0;1;143.75;8383.00;taxi;0;0
8399.00;jinxie_taxi_71;0;0;977360507#0_0;0;0;1;1136.46;8384.00;taxi;0;0
8400.00;beibi_taxi_42;0;0;-51691749#4_0;0;0;1;143.79;8388.00;taxi;0;0
8400.00;jinxie_tricycle_61;0;0;977360507#0_0;0;0;1;1136.46;8390.00;tricycle;0;0
