id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
beibi_bus0,0.0,296185646#0_0,12.1,0.0,0.0,64912.0,1172895350#7_0,654.29,1.16,64912.0,704923.0,613.0,35.0,511.0,13614.6,1.0,tripinfo_beibi_bus0 routing_beibi_bus0,bus,1.0,
beibi_bus1,6.0,296185646#0_0,12.1,0.0,6.0,65316.0,1172895350#7_0,654.29,0.63,65310.0,704922.49,768.0,40.0,599.0,13925.76,1.0,tripinfo_beibi_bus1 routing_beibi_bus1,bus,1.0,
beibi_bus2,12.0,296185646#0_0,12.1,0.0,12.0,65317.0,1172895350#7_0,654.29,0.8,65305.0,704921.51,881.0,38.0,734.0,13785.21,1.0,tripinfo_beibi_bus2 routing_beibi_bus2,bus,1.0,
beibi_bus3,18.0,296185646#0_0,12.1,0.0,18.0,65320.0,1172895350#7_0,654.29,0.99,65302.0,704921.46,915.0,36.0,757.0,13758.31,1.0,tripinfo_beibi_bus3 routing_beibi_bus3,bus,1.0,
beibi_bus4,24.0,296185646#0_0,12.1,0.0,24.0,65379.0,1172895350#7_0,654.29,0.85,65355.0,704921.35,930.0,38.0,755.0,13813.48,1.0,tripinfo_beibi_bus4 routing_beibi_bus4,bus,1.0,
beibi_bus5,30.0,296185646#0_0,12.1,0.0,30.0,65380.0,1172895350#7_0,654.29,0.64,65350.0,704922.21,1056.0,35.0,884.0,13680.05,1.0,tripinfo_beibi_bus5 routing_beibi_bus5,bus,1.0,
beibi_bus6,36.0,296185646#0_0,12.1,0.0,36.0,65402.0,1172895350#7_0,654.29,0.8,65366.0,704921.63,1187.0,35.0,1017.0,13564.75,1.0,tripinfo_beibi_bus6 routing_beibi_bus6,bus,1.0,
beibi_bus7,42.0,296185646#0_0,12.1,0.0,42.0,65403.0,1172895350#7_0,654.29,0.64,65361.0,704921.37,1196.0,35.0,1032.0,13540.6,1.0,tripinfo_beibi_bus7 routing_beibi_bus7,bus,1.0,
beibi_bus8,48.0,296185646#0_0,12.1,0.0,48.0,65404.0,1172895350#7_0,654.29,0.76,65356.0,704922.03,1146.0,42.0,927.0,13646.14,1.0,tripinfo_beibi_bus8 routing_beibi_bus8,bus,1.0,
beibi_bus9,54.0,296185646#0_0,12.1,0.0,54.0,65405.0,1172895350#7_0,654.29,0.69,65351.0,704921.44,1097.0,40.0,862.0,13704.43,1.0,tripinfo_beibi_bus9 routing_beibi_bus9,bus,1.0,
beibi_motorcycle0,57.0,296185646#0_0,2.3,0.0,57.0,62816.0,1172895350#7_0,654.29,5.76,62759.0,704932.08,163.0,31.0,122.0,16073.22,1.0,tripinfo_beibi_motorcycle0 routing_beibi_motorcycle0,motorcycle,1.09,
beibi_motorcycle1,60.0,296185646#0_0,2.3,0.0,60.0,62978.0,1172895350#7_0,654.29,4.4,62918.0,705344.27,234.0,37.0,117.0,13285.25,2.0,tripinfo_beibi_motorcycle1 routing_beibi_motorcycle1,motorcycle,1.03,
beibi_motorcycle2,62.0,296185646#0_0,2.3,0.0,62.0,62933.0,1172895350#7_0,654.29,3.94,62871.0,705342.2,281.0,38.0,143.0,14195.68,2.0,tripinfo_beibi_motorcycle2 routing_beibi_motorcycle2,motorcycle,1.05,
beibi_motorcycle3,64.0,296185646#0_0,2.3,0.0,64.0,62909.0,1172895350#7_0,654.29,3.98,62845.0,705343.02,317.0,35.0,138.0,17452.38,2.0,tripinfo_beibi_motorcycle3 routing_beibi_motorcycle3,motorcycle,1.12,
beibi_motorcycle4,67.0,296185646#0_0,2.3,0.0,67.0,64800.0,1172895350#7_0,654.29,4.0,64733.0,705344.17,280.0,33.0,120.0,13342.19,2.0,tripinfo_beibi_motorcycle4 routing_beibi_motorcycle4,motorcycle,0.99,
beibi_motorcycle5,68.0,296185646#0_0,2.3,0.0,68.0,65527.0,1172895350#7_0,654.29,5.45,65459.0,705343.44,202.0,35.0,139.0,10488.65,2.0,tripinfo_beibi_motorcycle5 routing_beibi_motorcycle5,motorcycle,0.93,
beibi_motorcycle6,70.0,296185646#0_0,2.3,0.0,70.0,67094.0,1172895350#7_0,654.29,5.24,67024.0,704932.76,152.0,25.0,134.0,9072.76,1.0,tripinfo_beibi_motorcycle6 routing_beibi_motorcycle6,motorcycle,0.88,
beibi_motorcycle7,72.0,296185646#0_0,2.3,0.0,72.0,65540.0,1172895350#7_0,654.29,4.09,65468.0,705342.81,544.0,45.0,115.0,11370.83,2.0,tripinfo_beibi_motorcycle7 routing_beibi_motorcycle7,motorcycle,0.94,
beibi_motorcycle8,74.0,296185646#0_0,2.3,0.0,74.0,65498.0,1172895350#7_0,654.29,3.91,65424.0,705343.68,323.0,35.0,163.0,10977.43,2.0,tripinfo_beibi_motorcycle8 routing_beibi_motorcycle8,motorcycle,0.94,
beibi_motorcycle9,76.0,296185646#0_0,2.3,0.0,76.0,65030.0,1172895350#7_0,654.29,5.41,64954.0,705343.65,801.0,51.0,199.0,20877.11,2.0,tripinfo_beibi_motorcycle9 routing_beibi_motorcycle9,motorcycle,1.16,
beibi_private0,78.0,296185646#0_0,5.1,0.0,78.0,65456.0,1172895350#7_0,654.29,2.36,65378.0,704929.08,336.0,32.0,258.0,8781.16,1.0,tripinfo_beibi_private0 routing_beibi_private0,private,0.9,
beibi_private1,81.0,296185646#0_0,5.1,0.0,81.0,65457.0,1172895350#7_0,654.29,2.17,65376.0,705341.13,716.0,50.0,208.0,10402.75,2.0,tripinfo_beibi_private1 routing_beibi_private1,private,0.93,
beibi_private10,110.0,296185646#0_0,5.1,0.0,110.0,65483.0,1172895350#7_0,654.29,2.36,65373.0,705340.92,818.0,56.0,270.0,11462.8,2.0,tripinfo_beibi_private10 routing_beibi_private10,private,0.95,
beibi_private11,113.0,296185646#0_0,5.1,0.0,113.0,65499.0,1172895350#7_0,654.29,2.07,65386.0,704929.76,375.0,34.0,338.0,6998.88,1.0,tripinfo_beibi_private11 routing_beibi_private11,private,0.87,
beibi_private12,117.0,296185646#0_0,5.1,0.0,117.0,65095.0,1172895350#7_0,654.29,1.74,64978.0,705338.8,770.0,49.0,303.0,15577.71,2.0,tripinfo_beibi_private12 routing_beibi_private12,private,1.03,
beibi_private13,120.0,296185646#0_0,5.1,0.0,120.0,62642.0,1172895350#7_0,654.29,1.69,62522.0,705340.95,200.0,29.0,170.0,16515.55,2.0,tripinfo_beibi_private13 routing_beibi_private13,private,1.11,
beibi_private14,124.0,296185646#0_0,5.1,0.0,124.0,65073.0,1172895350#7_0,654.29,1.81,64949.0,705339.24,899.0,46.0,387.0,16954.17,2.0,tripinfo_beibi_private14 routing_beibi_private14,private,1.07,
beibi_private15,129.0,296185646#0_0,5.1,0.0,129.0,65117.0,1172895350#7_0,654.29,1.44,64988.0,705340.63,771.0,47.0,286.0,14975.19,2.0,tripinfo_beibi_private15 routing_beibi_private15,private,1.02,
beibi_private16,132.0,296185646#0_0,5.1,0.0,132.0,64717.0,1172895350#7_0,654.29,1.7,64585.0,705340.85,281.0,35.0,163.0,13777.49,2.0,tripinfo_beibi_private16 routing_beibi_private16,private,1.0,
beibi_private17,136.0,296185646#0_0,5.1,0.0,136.0,65500.0,1172895350#7_0,654.29,1.8,65364.0,705341.08,787.0,56.0,336.0,12707.28,2.0,tripinfo_beibi_private17 routing_beibi_private17,private,0.97,
beibi_private18,142.0,296185646#0_0,5.1,0.0,142.0,65458.0,1172895350#7_0,654.29,2.44,65316.0,705340.87,808.0,52.0,305.0,12189.09,2.0,tripinfo_beibi_private18 routing_beibi_private18,private,0.96,
beibi_private19,148.0,296185646#0_0,5.1,0.0,148.0,65406.0,1172895350#7_0,654.29,1.65,65258.0,705339.76,833.0,52.0,354.0,13279.37,2.0,tripinfo_beibi_private19 routing_beibi_private19,private,0.98,
beibi_private2,84.0,296185646#0_0,5.1,0.0,84.0,65014.0,1172895350#7_0,654.29,2.43,64930.0,705340.52,854.0,52.0,305.0,18248.18,2.0,tripinfo_beibi_private2 routing_beibi_private2,private,1.1,
beibi_private20,154.0,296185646#0_0,5.1,0.0,154.0,65407.0,1172895350#7_0,654.29,1.32,65253.0,705339.51,1015.0,53.0,477.0,18780.1,2.0,tripinfo_beibi_private20 routing_beibi_private20,private,1.1,
beibi_private21,160.0,296185646#0_0,5.1,0.0,160.0,64692.0,1172895350#7_0,654.29,2.11,64532.0,705340.58,413.0,38.0,147.0,15358.83,2.0,tripinfo_beibi_private21 routing_beibi_private21,private,1.04,
beibi_private22,165.0,296185646#0_0,5.1,0.0,165.0,65408.0,1172895350#7_0,654.29,1.96,65243.0,705339.75,801.0,54.0,371.0,14197.26,2.0,tripinfo_beibi_private22 routing_beibi_private22,private,1.0,
beibi_private23,168.0,296185646#0_0,5.1,0.0,168.0,65409.0,1172895350#7_0,654.29,1.66,65241.0,705340.98,990.0,54.0,480.0,18642.01,2.0,tripinfo_beibi_private23 routing_beibi_private23,private,1.1,
beibi_private24,171.0,296185646#0_0,5.1,0.0,171.0,67070.0,1172895350#7_0,654.29,1.55,66899.0,704930.05,513.0,38.0,136.0,5746.47,1.0,tripinfo_beibi_private24 routing_beibi_private24,private,0.83,
beibi_private25,175.0,296185646#0_0,5.1,0.0,175.0,64673.0,1172895350#7_0,654.29,1.45,64498.0,705341.03,363.0,41.0,230.0,17558.26,2.0,tripinfo_beibi_private25 routing_beibi_private25,private,1.09,
beibi_private26,178.0,296185646#0_0,5.1,0.0,178.0,65501.0,1172895350#7_0,654.29,2.24,65323.0,705341.01,1048.0,52.0,672.0,12209.05,2.0,tripinfo_beibi_private26 routing_beibi_private26,private,0.97,
beibi_private27,181.0,296185646#0_0,5.1,0.0,181.0,60120.0,1172895350#7_0,654.29,1.66,59939.0,706393.93,394.0,36.0,179.0,12226.49,3.0,tripinfo_beibi_private27 routing_beibi_private27,private,1.07,
beibi_private28,184.0,296185646#0_0,5.1,0.0,184.0,60139.0,1172895350#7_0,654.29,2.35,59955.0,706391.79,360.0,36.0,160.0,12108.43,3.0,tripinfo_beibi_private28 routing_beibi_private28,private,1.07,
beibi_private29,187.0,296185646#0_0,5.1,0.0,187.0,65502.0,1172895350#7_0,654.29,1.49,65315.0,706394.02,815.0,59.0,365.0,9050.2,3.0,tripinfo_beibi_private29 routing_beibi_private29,private,0.91,
beibi_private3,87.0,296185646#0_0,5.1,0.0,87.0,65038.0,1172895350#7_0,654.29,1.73,64951.0,705340.01,786.0,49.0,261.0,17101.27,2.0,tripinfo_beibi_private3 routing_beibi_private3,private,1.07,
beibi_private30,190.0,296185646#0_0,5.1,0.0,190.0,62972.0,1172895350#7_0,654.29,2.0,62782.0,706393.22,595.0,45.0,217.0,11468.49,3.0,tripinfo_beibi_private30 routing_beibi_private30,private,1.0,
beibi_private31,193.0,296185646#0_0,5.1,0.0,193.0,59834.0,1172895350#7_0,654.29,2.5,59641.0,706391.41,260.0,37.0,127.0,15186.69,3.0,tripinfo_beibi_private31 routing_beibi_private31,private,1.15,
beibi_private32,196.0,296185646#0_0,5.1,0.0,196.0,67075.0,1172895350#7_0,654.29,2.22,66879.0,705340.73,469.0,38.0,168.0,5902.03,2.0,tripinfo_beibi_private32 routing_beibi_private32,private,0.84,
beibi_private33,201.0,296185646#0_0,5.1,0.0,201.0,64686.0,1172895350#7_0,654.29,2.07,64485.0,706392.08,856.0,50.0,321.0,16360.02,3.0,tripinfo_beibi_private33 routing_beibi_private33,private,1.06,
beibi_private34,207.0,296185646#0_0,5.1,0.0,207.0,64739.0,1172895350#7_0,654.29,2.16,64532.0,706393.22,781.0,49.0,234.0,14168.07,3.0,tripinfo_beibi_private34 routing_beibi_private34,private,1.02,
beibi_private35,212.0,296185646#0_0,5.1,0.0,212.0,65503.0,1172895350#7_0,654.29,2.07,65291.0,706392.65,972.0,55.0,482.0,12297.91,3.0,tripinfo_beibi_private35 routing_beibi_private35,private,0.97,
beibi_private36,216.0,296185646#0_0,5.1,0.0,216.0,59771.0,1172895350#7_0,654.29,2.53,59555.0,706393.31,381.0,36.0,246.0,18351.23,3.0,tripinfo_beibi_private36 routing_beibi_private36,private,1.24,
beibi_private37,219.0,296185646#0_0,5.1,0.0,219.0,59983.0,1172895350#7_0,654.29,1.39,59764.0,706392.91,333.0,38.0,166.0,13744.07,3.0,tripinfo_beibi_private37 routing_beibi_private37,private,1.11,
beibi_private38,222.0,296185646#0_0,5.1,0.0,222.0,64701.0,1172895350#7_0,654.29,1.65,64479.0,706391.35,968.0,54.0,349.0,17523.21,3.0,tripinfo_beibi_private38 routing_beibi_private38,private,1.09,
beibi_private39,225.0,296185646#0_0,5.1,0.0,225.0,65504.0,1172895350#7_0,654.29,1.78,65279.0,706393.42,1028.0,49.0,538.0,13586.95,3.0,tripinfo_beibi_private39 routing_beibi_private39,private,0.99,
beibi_private4,90.0,296185646#0_0,5.1,0.0,90.0,64721.0,1172895350#7_0,654.29,1.63,64631.0,705340.75,314.0,35.0,141.0,13617.28,2.0,tripinfo_beibi_private4 routing_beibi_private4,private,1.0,
beibi_private40,229.0,296185646#0_0,5.1,0.0,229.0,65411.0,1172895350#7_0,654.29,2.18,65182.0,706392.0,1158.0,60.0,625.0,15659.43,3.0,tripinfo_beibi_private40 routing_beibi_private40,private,1.04,
beibi_private41,232.0,296185646#0_0,5.1,0.0,232.0,59814.0,1172895350#7_0,654.29,2.11,59582.0,706393.17,233.0,33.0,124.0,14865.56,3.0,tripinfo_beibi_private41 routing_beibi_private41,private,1.14,
beibi_private42,235.0,296185646#0_0,5.1,0.0,235.0,65505.0,1172895350#7_0,654.29,1.91,65270.0,706392.42,1086.0,52.0,472.0,12331.7,3.0,tripinfo_beibi_private42 routing_beibi_private42,private,0.97,
beibi_private43,238.0,296185646#0_0,5.1,0.0,238.0,64695.0,1172895350#7_0,654.29,1.42,64457.0,706392.01,1249.0,53.0,658.0,19626.22,3.0,tripinfo_beibi_private43 routing_beibi_private43,private,1.15,
beibi_private44,241.0,296185646#0_0,5.1,0.0,241.0,65507.0,1172895350#7_0,654.29,2.0,65266.0,705340.55,645.0,40.0,391.0,9103.87,4.0,tripinfo_beibi_private44 routing_beibi_private44,private,0.91,
beibi_private45,246.0,296185646#0_0,5.1,0.0,246.0,65506.0,1172895350#7_0,654.29,1.7,65260.0,705341.29,734.0,47.0,366.0,11863.69,4.0,tripinfo_beibi_private45 routing_beibi_private45,private,0.96,
beibi_private46,251.0,296185646#0_0,5.1,0.0,251.0,61731.0,1172895350#7_0,654.29,1.59,61480.0,707658.74,696.0,41.0,239.0,12294.94,4.0,tripinfo_beibi_private46 routing_beibi_private46,private,1.04,
beibi_private47,256.0,296185646#0_0,5.1,0.0,256.0,65536.0,1172895350#7_0,654.29,1.74,65280.0,705341.19,336.0,37.0,173.0,7666.39,4.0,tripinfo_beibi_private47 routing_beibi_private47,private,0.88,
beibi_private48,261.0,296185646#0_0,5.1,0.0,261.0,59700.0,1172895350#7_0,654.29,2.5,59439.0,707658.58,476.0,44.0,229.0,12682.46,4.0,tripinfo_beibi_private48 routing_beibi_private48,private,1.1,
beibi_private49,266.0,296185646#0_0,5.1,0.0,266.0,63284.0,1172895350#7_0,654.29,2.02,63018.0,706607.01,538.0,36.0,243.0,17633.63,4.0,tripinfo_beibi_private49 routing_beibi_private49,private,1.13,
beibi_private5,93.0,296185646#0_0,5.1,0.0,93.0,67055.0,1172895350#7_0,654.29,1.94,66962.0,704929.92,470.0,40.0,134.0,6452.23,1.0,tripinfo_beibi_private5 routing_beibi_private5,private,0.84,
beibi_private6,96.0,296185646#0_0,5.1,0.0,96.0,65381.0,1172895350#7_0,654.29,1.66,65285.0,705339.38,848.0,50.0,321.0,15625.93,2.0,tripinfo_beibi_private6 routing_beibi_private6,private,1.03,
beibi_private7,99.0,296185646#0_0,5.1,0.0,99.0,67026.0,1172895350#7_0,654.29,2.34,66927.0,704929.08,510.0,45.0,157.0,8579.5,1.0,tripinfo_beibi_private7 routing_beibi_private7,private,0.87,
beibi_private8,102.0,296185646#0_0,5.1,0.0,102.0,62835.0,1172895350#7_0,654.29,2.51,62733.0,705339.97,258.0,32.0,134.0,14871.02,2.0,tripinfo_beibi_private8 routing_beibi_private8,private,1.06,
beibi_private9,105.0,296185646#0_0,5.1,0.0,105.0,67097.0,1172895350#7_0,654.29,1.53,66992.0,704929.7,497.0,41.0,149.0,5480.54,1.0,tripinfo_beibi_private9 routing_beibi_private9,private,0.83,
beibi_taxi0,270.0,296185646#0_0,5.1,0.0,270.0,61740.0,1172895350#7_0,654.29,1.71,61470.0,707658.63,559.0,38.0,272.0,11068.27,4.0,tripinfo_beibi_taxi0 routing_beibi_taxi0,taxi,1.02,
beibi_taxi1,273.0,296185646#0_0,5.1,0.0,273.0,62428.0,1172895350#7_0,654.29,1.76,62155.0,707657.22,623.0,41.0,348.0,12586.98,4.0,tripinfo_beibi_taxi1 routing_beibi_taxi1,taxi,1.04,
beibi_taxi10,307.0,296185646#0_0,5.1,0.0,307.0,64627.0,1172895350#7_0,654.29,1.39,64320.0,706195.48,733.0,32.0,395.0,17071.68,5.0,tripinfo_beibi_taxi10 routing_beibi_taxi10,taxi,1.09,
beibi_taxi11,313.0,296185646#0_0,5.1,0.0,313.0,65368.0,1172895350#7_0,654.29,1.76,65055.0,706193.36,1128.0,38.0,743.0,12991.94,5.0,tripinfo_beibi_taxi11 routing_beibi_taxi11,taxi,0.99,
beibi_taxi12,317.0,296185646#0_0,5.1,0.0,317.0,65532.0,1172895350#7_0,654.29,2.34,65215.0,704928.98,373.0,29.0,281.0,6968.79,5.0,tripinfo_beibi_taxi12 routing_beibi_taxi12,taxi,0.88,
beibi_taxi13,320.0,296185646#0_0,5.1,0.0,320.0,65410.0,1172895350#7_0,654.29,1.93,65090.0,706194.86,998.0,25.0,942.0,10009.49,5.0,tripinfo_beibi_taxi13 routing_beibi_taxi13,taxi,0.94,
beibi_taxi14,323.0,296185646#0_0,5.1,0.0,323.0,64672.0,1172895350#7_0,654.29,1.81,64349.0,706195.15,455.0,26.0,377.0,13286.03,5.0,tripinfo_beibi_taxi14 routing_beibi_taxi14,taxi,1.0,
beibi_taxi2,278.0,296185646#0_0,5.1,0.0,278.0,63443.0,1172895350#7_0,654.29,1.83,63165.0,707657.71,687.0,38.0,288.0,15977.28,4.0,tripinfo_beibi_taxi2 routing_beibi_taxi2,taxi,1.09,
beibi_taxi3,282.0,296185646#0_0,5.1,0.0,282.0,65512.0,1172895350#7_0,654.29,2.35,65230.0,705340.55,667.0,38.0,410.0,9721.28,4.0,tripinfo_beibi_taxi3 routing_beibi_taxi3,taxi,0.92,
beibi_taxi4,285.0,296185646#0_0,5.1,0.0,285.0,65531.0,1172895350#7_0,654.29,2.18,65246.0,705340.64,550.0,34.0,316.0,7995.84,4.0,tripinfo_beibi_taxi4 routing_beibi_taxi4,taxi,0.89,
beibi_taxi5,288.0,296185646#0_0,5.1,0.0,288.0,65513.0,1172895350#7_0,654.29,2.12,65225.0,705340.12,737.0,42.0,464.0,11703.96,4.0,tripinfo_beibi_taxi5 routing_beibi_taxi5,taxi,0.96,
beibi_taxi6,291.0,296185646#0_0,5.1,0.0,291.0,65175.0,1172895350#7_0,654.29,2.06,64884.0,706605.37,1074.0,56.0,593.0,12422.65,4.0,tripinfo_beibi_taxi6 routing_beibi_taxi6,taxi,0.98,
beibi_taxi7,294.0,296185646#0_0,5.1,0.0,294.0,62432.0,1172895350#7_0,654.29,2.57,62138.0,707658.4,607.0,37.0,366.0,12456.49,4.0,tripinfo_beibi_taxi7 routing_beibi_taxi7,taxi,1.03,
beibi_taxi8,300.0,296185646#0_0,5.1,0.0,300.0,64693.0,1172895350#7_0,654.29,1.35,64393.0,706194.02,444.0,29.0,368.0,13008.32,5.0,tripinfo_beibi_taxi8 routing_beibi_taxi8,taxi,1.0,
beibi_taxi9,304.0,296185646#0_0,5.1,0.0,304.0,64623.0,1172895350#7_0,654.29,2.1,64319.0,706193.59,681.0,30.0,339.0,17085.45,5.0,tripinfo_beibi_taxi9 routing_beibi_taxi9,taxi,1.08,
beigang_bus0,0.0,1068471749#0_0,12.1,0.0,0.0,69680.0,-778378294_0,234.98,1.11,69680.0,881361.58,525.0,27.0,481.0,12629.89,1.0,tripinfo_beigang_bus0 routing_beigang_bus0,bus,1.0,
beigang_bus1,6.0,1068471749#0_0,12.1,0.0,6.0,69681.0,-778378294_0,234.98,0.68,69675.0,881361.18,492.0,28.0,459.0,12651.4,1.0,tripinfo_beigang_bus1 routing_beigang_bus1,bus,1.0,
beigang_bus2,12.0,1068471749#0_0,12.1,0.0,12.0,69694.0,-778378294_0,234.98,0.84,69682.0,881362.28,555.0,25.0,508.0,12610.51,1.0,tripinfo_beigang_bus2 routing_beigang_bus2,bus,1.0,
beigang_bus3,18.0,1068471749#0_0,12.1,0.0,18.0,69702.0,-778378294_0,234.98,1.04,69684.0,881361.56,757.0,25.0,635.0,12485.6,1.0,tripinfo_beigang_bus3 routing_beigang_bus3,bus,1.0,
beigang_bus4,23.0,1068471749#0_0,12.1,0.0,23.0,69703.0,-778378294_0,234.98,1.09,69680.0,881361.5,718.0,26.0,663.0,12455.06,1.0,tripinfo_beigang_bus4 routing_beigang_bus4,bus,1.0,
beigang_bus5,29.0,1068471749#0_0,12.1,0.0,29.0,69704.0,-778378294_0,234.98,0.96,69675.0,881361.56,760.0,26.0,651.0,12459.88,1.0,tripinfo_beigang_bus5 routing_beigang_bus5,bus,1.0,
beigang_bus6,35.0,1068471749#0_0,12.1,0.0,35.0,69711.0,-778378294_0,234.98,0.67,69676.0,881360.81,812.0,26.0,730.0,12385.12,1.0,tripinfo_beigang_bus6 routing_beigang_bus6,bus,1.0,
beigang_bus7,40.0,1068471749#0_0,12.1,0.0,40.0,69712.0,-778378294_0,234.98,0.73,69672.0,881361.12,920.0,28.0,753.0,12354.06,1.0,tripinfo_beigang_bus7 routing_beigang_bus7,bus,1.0,
beigang_bus8,46.0,1068471749#0_0,12.1,0.0,46.0,69719.0,-778378294_0,234.98,0.73,69673.0,881361.49,1064.0,35.0,835.0,12273.74,1.0,tripinfo_beigang_bus8 routing_beigang_bus8,bus,1.0,
beigang_bus9,52.0,1068471749#0_0,12.1,0.0,52.0,69744.0,-778378294_0,234.98,0.74,69692.0,881361.53,989.0,34.0,812.0,12314.95,1.0,tripinfo_beigang_bus9 routing_beigang_bus9,bus,1.0,
beigang_motorcycle0,55.0,1068471749#0_0,2.3,0.0,55.0,69682.0,-778378294_0,234.98,4.79,69627.0,881371.84,357.0,27.0,225.0,13839.13,1.0,tripinfo_beigang_motorcycle0 routing_beigang_motorcycle0,motorcycle,1.02,
beigang_motorcycle1,58.0,1068471749#0_0,2.3,0.0,58.0,69713.0,-778378294_0,234.98,5.24,69655.0,881371.34,301.0,20.0,247.0,13411.69,1.0,tripinfo_beigang_motorcycle1 routing_beigang_motorcycle1,motorcycle,1.01,
beigang_motorcycle2,60.0,1068471749#0_0,2.3,0.0,60.0,69570.0,-778378294_0,234.98,3.91,69510.0,881783.61,366.0,36.0,184.0,11275.46,2.0,tripinfo_beigang_motorcycle2 routing_beigang_motorcycle2,motorcycle,0.97,
beigang_motorcycle3,62.0,1068471749#0_0,2.3,0.0,62.0,72528.0,-778378294_0,234.98,3.15,72466.0,881371.79,112.0,21.0,117.0,8761.06,1.0,tripinfo_beigang_motorcycle3 routing_beigang_motorcycle3,motorcycle,0.89,
beigang_motorcycle4,64.0,1068471749#0_0,2.3,0.0,64.0,78567.0,-778378294_0,234.98,4.75,78503.0,881371.79,55.0,15.0,115.0,9874.78,1.0,tripinfo_beigang_motorcycle4 routing_beigang_motorcycle4,motorcycle,0.83,
beigang_motorcycle5,66.0,1068471749#0_0,2.3,0.0,66.0,74432.0,-778378294_0,234.98,3.46,74366.0,881371.79,63.0,15.0,112.0,9425.78,1.0,tripinfo_beigang_motorcycle5 routing_beigang_motorcycle5,motorcycle,0.87,
beigang_motorcycle6,68.0,1068471749#0_0,2.3,0.0,68.0,70970.0,-778378294_0,234.98,3.5,70902.0,881371.05,77.0,12.0,143.0,9082.81,1.0,tripinfo_beigang_motorcycle6 routing_beigang_motorcycle6,motorcycle,0.92,
beigang_motorcycle7,70.0,1068471749#0_0,2.3,0.0,70.0,69879.0,-778378294_0,234.98,5.91,69809.0,881782.76,201.0,21.0,121.0,10035.1,2.0,tripinfo_beigang_motorcycle7 routing_beigang_motorcycle7,motorcycle,0.95,
beigang_motorcycle8,71.0,1068471749#0_0,2.3,0.0,71.0,66480.0,-778378294_0,234.98,4.63,66409.0,881781.71,314.0,27.0,205.0,16203.92,2.0,tripinfo_beigang_motorcycle8 routing_beigang_motorcycle8,motorcycle,1.13,
beigang_motorcycle9,73.0,1068471749#0_0,2.3,0.0,73.0,70738.0,-778378294_0,234.98,4.26,70665.0,881783.22,200.0,19.0,129.0,9762.03,2.0,tripinfo_beigang_motorcycle9 routing_beigang_motorcycle9,motorcycle,0.93,
beigang_private0,76.0,1068471749#0_0,5.1,0.0,76.0,69762.0,-778378294_0,234.98,1.48,69686.0,881780.38,367.0,29.0,201.0,9981.05,2.0,tripinfo_beigang_private0 routing_beigang_private0,private,0.95,
beigang_private1,79.0,1068471749#0_0,5.1,0.0,79.0,69322.0,-778378294_0,234.98,1.75,69243.0,881780.73,499.0,39.0,285.0,13084.79,2.0,tripinfo_beigang_private1 routing_beigang_private1,private,1.01,
beigang_private10,106.0,1068471749#0_0,5.1,0.0,106.0,69808.0,-778378294_0,234.98,2.41,69702.0,881779.68,343.0,30.0,223.0,8751.88,2.0,tripinfo_beigang_private10 routing_beigang_private10,private,0.93,
beigang_private11,109.0,1068471749#0_0,5.1,0.0,109.0,70761.0,-778378294_0,234.98,1.81,70652.0,881368.63,216.0,22.0,208.0,6009.16,1.0,tripinfo_beigang_private11 routing_beigang_private11,private,0.88,
beigang_private12,112.0,1068471749#0_0,5.1,0.0,112.0,69720.0,-778378294_0,234.98,1.69,69608.0,881779.54,593.0,31.0,454.0,11839.75,2.0,tripinfo_beigang_private12 routing_beigang_private12,private,0.99,
beigang_private13,115.0,1068471749#0_0,5.1,0.0,115.0,69745.0,-778378294_0,234.98,1.94,69630.0,881779.65,526.0,32.0,406.0,11439.93,2.0,tripinfo_beigang_private13 routing_beigang_private13,private,0.98,
beigang_private14,118.0,1068471749#0_0,5.1,0.0,118.0,70503.0,-778378294_0,234.98,1.55,70385.0,881369.33,286.0,19.0,235.0,5812.35,1.0,tripinfo_beigang_private14 routing_beigang_private14,private,0.88,
beigang_private15,121.0,1068471749#0_0,5.1,0.0,121.0,85697.0,-778378294_0,234.98,2.45,85576.0,881368.99,91.0,16.0,116.0,5661.03,1.0,tripinfo_beigang_private15 routing_beigang_private15,private,0.71,
beigang_private16,124.0,1068471749#0_0,5.1,0.0,124.0,69790.0,-778378294_0,234.98,2.23,69666.0,881780.87,181.0,22.0,135.0,10813.66,2.0,tripinfo_beigang_private16 routing_beigang_private16,private,0.96,
beigang_private17,127.0,1068471749#0_0,5.1,0.0,127.0,66418.0,-778378294_0,234.98,2.14,66291.0,881779.65,471.0,25.0,434.0,22315.35,2.0,tripinfo_beigang_private17 routing_beigang_private17,private,1.3,
beigang_private18,130.0,1068471749#0_0,5.1,0.0,130.0,70171.0,-778378294_0,234.98,2.38,70041.0,881780.82,545.0,23.0,497.0,13745.51,2.0,tripinfo_beigang_private18 routing_beigang_private18,private,1.01,
beigang_private19,133.0,1068471749#0_0,5.1,0.0,133.0,74072.0,-778378294_0,234.98,2.41,73939.0,881368.99,230.0,22.0,169.0,6125.98,1.0,tripinfo_beigang_private19 routing_beigang_private19,private,0.84,
